index	hemi	name	color
65793	L	Background+FreeSurfer_Defined_Medial_Wall	#010101ff
8852088	L	17Networks_LH_VisCent_Striate_1	#781287ff
8917624	L	17Networks_LH_VisCent_Striate_2	#781288ff
8524408	L	17Networks_LH_VisCent_ExStr_1	#781282ff
8589944	L	17Networks_LH_VisCent_ExStr_2	#781283ff
8655480	L	17Networks_LH_VisCent_ExStr_3	#781284ff
8721016	L	17Networks_LH_VisCent_ExStr_4	#781285ff
8786552	L	17Networks_LH_VisCent_ExStr_5	#781286ff
8983160	L	17Networks_LH_VisCent_ExStr_6	#781289ff
9048696	L	17Networks_LH_VisCent_ExStr_7	#78128aff
9114232	L	17Networks_LH_VisCent_ExStr_8	#78128bff
9179768	L	17Networks_LH_VisCent_ExStr_9	#78128cff
9245304	L	17Networks_LH_VisCent_ExStr_10	#78128dff
9310840	L	17Networks_LH_VisCent_ExStr_11	#78128eff
8852344	L	17Networks_LH_VisCent_ExStr_12	#781387ff
8917880	L	17Networks_LH_VisCent_ExStr_13	#781388ff
65791	L	17Networks_LH_VisPeri_StriCal_1	#ff0001ff
131327	L	17Networks_LH_VisPeri_StriCal_2	#ff0002ff
196863	L	17Networks_LH_VisPeri_StriCal_3	#ff0003ff
262399	L	17Networks_LH_VisPeri_StriCal_4	#ff0004ff
327935	L	17Networks_LH_VisPeri_StriCal_5	#ff0005ff
255	L	17Networks_LH_VisPeri_ExStrInf_1	#ff0000ff
393471	L	17Networks_LH_VisPeri_ExStrInf_2	#ff0006ff
459007	L	17Networks_LH_VisPeri_ExStrInf_3	#ff0007ff
524543	L	17Networks_LH_VisPeri_ExStrInf_4	#ff0008ff
66047	L	17Networks_LH_VisPeri_ExStrInf_5	#ff0101ff
131583	L	17Networks_LH_VisPeri_ExStrSup_1	#ff0102ff
197119	L	17Networks_LH_VisPeri_ExStrSup_2	#ff0103ff
262655	L	17Networks_LH_VisPeri_ExStrSup_3	#ff0104ff
328191	L	17Networks_LH_VisPeri_ExStrSup_4	#ff0105ff
393727	L	17Networks_LH_VisPeri_ExStrSup_5	#ff0106ff
11698502	L	17Networks_LH_SomMotA_1	#4681b2ff
11764038	L	17Networks_LH_SomMotA_2	#4681b3ff
11829574	L	17Networks_LH_SomMotA_3	#4681b4ff
11371078	L	17Networks_LH_SomMotA_4	#4682adff
11436614	L	17Networks_LH_SomMotA_5	#4682aeff
11502150	L	17Networks_LH_SomMotA_6	#4682afff
11567686	L	17Networks_LH_SomMotA_7	#4682b0ff
11633222	L	17Networks_LH_SomMotA_8	#4682b1ff
11698758	L	17Networks_LH_SomMotA_9	#4682b2ff
11764294	L	17Networks_LH_SomMotA_10	#4682b3ff
11895366	L	17Networks_LH_SomMotA_11	#4682b5ff
11960902	L	17Networks_LH_SomMotA_12	#4682b6ff
12026438	L	17Networks_LH_SomMotA_13	#4682b7ff
12091974	L	17Networks_LH_SomMotA_14	#4682b8ff
12157510	L	17Networks_LH_SomMotA_15	#4682b9ff
12223046	L	17Networks_LH_SomMotA_16	#4682baff
12288582	L	17Networks_LH_SomMotA_17	#4682bbff
11830086	L	17Networks_LH_SomMotA_18	#4683b4ff
11895622	L	17Networks_LH_SomMotA_19	#4683b5ff
11961158	L	17Networks_LH_SomMotA_20	#4683b6ff
12026694	L	17Networks_LH_SomMotA_21	#4683b7ff
12092230	L	17Networks_LH_SomMotA_22	#4683b8ff
12157766	L	17Networks_LH_SomMotA_23	#4683b9ff
10669098	L	17Networks_LH_SomMotB_Cent_1	#2acca2ff
10734634	L	17Networks_LH_SomMotB_Cent_2	#2acca3ff
